"EDAstro ID","EDSM ID",ID64,Name,X,Y,Z,"Sol Distance","Mass Code","Main Star Type","Date Added"
58462624,58559916,187007228203,"Flyoo Prao AB-U d4-5",22535.5,-59.75,40353.2,46219.5,d,"F (White) Star","2020-11-14 03:52:27"
58511194,58586716,221366966571,"Flyoo Prao AB-U d4-6",22514.1,-43.5,40337.9,46195.6,d,"G (White-Yellow) Star","2020-11-14 22:08:46"
58511924,58587643,255726704939,"Flyoo Prao AB-U d4-7",22495.8,-40,40367.2,46212.2,d,"F (White) Star","2020-11-14 22:27:41"
58487377,58587987,290086443307,"Flyoo Prao AB-U d4-8",22503.5,-46.7812,40365.3,46214.4,d,"A (Blue-White) Star","2020-11-14 17:39:34"
58487474,58588091,324446181675,"Flyoo Prao AB-U d4-9",22509.8,-64.9375,40363.9,46216.3,d,"F (White) Star","2020-11-14 17:43:04"
74703898,74740796,15141361955,"Flyoo Prao AB-V d3-0",22176.1,-412.75,40228,45937.4,d,"A (Blue-White) Star","2022-06-06 15:49:11"
74703945,74740850,49501100323,"Flyoo Prao AB-V d3-1",22180.6,-422.531,40229.5,45941,d,"F (White) Star","2022-06-06 15:53:08"
74703980,74740903,83860838691,"Flyoo Prao AB-V d3-2",22235.4,-402.906,40254,45988.7,d,"A (Blue-White) Star","2022-06-06 15:55:11"
74704004,74740961,118220577059,"Flyoo Prao AB-V d3-3",22227.1,-415.625,40253.3,45984.2,d,"F (White) Star","2022-06-06 15:57:11"
68004783,68037322,395304645282,"Flyoo Prao AB-W c18-1",21806.6,-165.219,40712.5,46185.1,c,"K (Yellow-Orange) Star","2021-08-08 06:40:11"
73479637,73516177,15074187547,"Flyoo Prao AB-W d2-0",21865.5,-744.188,40142.4,45717.3,d,"F (White) Star","2022-04-05 16:41:10"
73479963,73516548,49433925915,"Flyoo Prao AB-W d2-1",21877.8,-735.312,40154.9,45734,d,"F (White) Star","2022-04-05 17:02:09"
69299915,69345590,7825967073856,"Flyoo Prao AC-B a68-0",22902.5,-38.3125,40620.8,46632.3,a,"Y (Brown dwarf) Star","2021-10-02 00:53:43"
60139214,60242128,15040764171,"Flyoo Prao AC-B d1-0",21705.7,-104.938,39982.2,45494.2,d,"F (White) Star","2020-12-23 12:28:29"
60139816,60242706,49400502539,"Flyoo Prao AC-B d1-1",21728.7,-58.5625,39999.1,45519.9,d,"A (Blue-White) Star","2020-12-23 12:45:40"
60140866,60244063,358638147851,"Flyoo Prao AC-B d1-10",21714,-86.875,40052.7,45560.1,d,"F (White) Star","2020-12-23 13:21:50"
60141179,60244443,392997886219,"Flyoo Prao AC-B d1-11",21720.5,-68.4062,39986.7,45505.2,d,"F (White) Star","2020-12-23 13:33:07"
60140697,60243795,427357624587,"Flyoo Prao AC-B d1-12",21748.8,-83.9062,40036.6,45562.6,d,"F (White) Star","2020-12-23 13:15:36"
60141520,60244793,461717362955,"Flyoo Prao AC-B d1-13",21718.8,-85.625,40052.9,45562.6,d,"G (White-Yellow) Star","2020-12-23 13:46:17"
60141425,60244695,496077101323,"Flyoo Prao AC-B d1-14",21716.5,-76.8438,40040.7,45550.8,d,"F (White) Star","2020-12-23 13:42:41"
60141599,60244870,530436839691,"Flyoo Prao AC-B d1-15",21711,-87.4375,40025.6,45534.9,d,"F (White) Star","2020-12-23 13:48:49"
60141795,60245133,564796578059,"Flyoo Prao AC-B d1-16",21700.9,-76.8125,40029.5,45533.4,d,"F (White) Star","2020-12-23 13:56:47"
60139958,60242846,83760240907,"Flyoo Prao AC-B d1-2",21715.7,-74.5,39984.9,45501.4,d,"F (White) Star","2020-12-23 12:50:57"
60140013,60242895,118119979275,"Flyoo Prao AC-B d1-3",21720.1,-63.0938,39987.3,45505.5,d,"A (Blue-White) Star","2020-12-23 12:52:30"
60140242,60243126,152479717643,"Flyoo Prao AC-B d1-4",21728.8,-78.8438,39986.6,45509.1,d,"G (White-Yellow) Star","2020-12-23 13:00:45"
60140345,60243230,186839456011,"Flyoo Prao AC-B d1-5",21734.6,-93.5938,39993.4,45517.8,d,"K (Yellow-Orange) Star","2020-12-23 13:04:34"
60140401,60243297,221199194379,"Flyoo Prao AC-B d1-6",21700.9,-99.5625,39996.1,45504.2,d,"G (White-Yellow) Star","2020-12-23 13:07:07"
60140444,60243335,255558932747,"Flyoo Prao AC-B d1-7",21710.1,-99.875,40015.4,45525.5,d,"F (White) Star","2020-12-23 13:08:13"
60140518,60243457,289918671115,"Flyoo Prao AC-B d1-8",21698.9,-94.1562,40002.8,45509.1,d,"G (White-Yellow) Star","2020-12-23 13:10:42"
60140739,60243838,324278409483,"Flyoo Prao AC-B d1-9",21774,-72.0625,40045.5,45582.4,d,"F (White) Star","2020-12-23 13:16:46"
73990934,74032096,15174867323,"Flyoo Prao AC-B d14-0",22336.2,-662.875,41106.7,46787.9,d,"K (Yellow-Orange) Star","2022-04-28 16:02:11"
75395079,75433600,49534605691,"Flyoo Prao AC-B d14-1",22348.3,-656.438,41118.8,46804.3,d,"G (White-Yellow) Star","2022-07-18 15:53:10"
75395515,75434047,83894344059,"Flyoo Prao AC-B d14-2",22412.8,-619.875,41133.1,46847.1,d,"K (Yellow-Orange) Star","2022-07-18 16:15:11"
64648185,64671671,15107692915,"Flyoo Prao AC-C d13-0",22072.5,-940.906,41048.8,46616.4,d,"F (White) Star","2021-04-12 14:46:41"
75959453,76003750,121366033002,"Flyoo Prao AC-H c12-0",22337.3,-461.438,40436.6,46198.3,c,"K (Yellow-Orange) Star","2022-08-21 06:34:13"
72980800,73017387,15174949211,"Flyoo Prao AC-J d10-0",22349.6,-262.031,40784.6,46507.6,d,"F (White) Star","2022-03-12 13:01:06"
72981195,73017824,49534687579,"Flyoo Prao AC-J d10-1",22353.6,-257.625,40787.5,46512.1,d,"F (White) Star","2022-03-12 13:30:07"
72981245,73017881,83894425947,"Flyoo Prao AC-J d10-2",22341.4,-262.031,40776.3,46496.4,d,"F (White) Star","2022-03-12 13:34:12"
72981256,73017891,118254164315,"Flyoo Prao AC-J d10-3",22392.9,-232.875,40799.8,46541.6,d,"F (White) Star","2022-03-12 13:35:13"
72981268,73017904,152613902683,"Flyoo Prao AC-J d10-4",22378.9,-243.125,40790.8,46527.1,d,"Neutron Star","2022-03-12 13:36:15"
72981288,73017925,186973641051,"Flyoo Prao AC-J d10-5",22361.4,-210.844,40809.3,46534.7,d,"A (Blue-White) Star","2022-03-12 13:38:17"
72981306,73017946,221333379419,"Flyoo Prao AC-J d10-6",22359.6,-222.938,40792.8,46519.4,d,"F (White) Star","2022-03-12 13:40:08"
76220460,76266943,15107774803,"Flyoo Prao AC-K d9-0",22072.2,-560.281,40703.2,46306.1,d,"F (White) Star","2022-09-04 06:05:10"
76220520,76267007,49467513171,"Flyoo Prao AC-K d9-1",22089.3,-565.469,40749.5,46354.9,d,"A (Blue-White) Star","2022-09-04 06:13:12"
76220440,76266922,83827251539,"Flyoo Prao AC-K d9-2",22038.6,-529.125,40705.8,46292,d,"G (White-Yellow) Star","2022-09-04 06:02:22"
75501946,75540568,15040600395,"Flyoo Prao AC-L d8-0",21731.9,-842.312,40671.7,46121.3,d,"A (Blue-White) Star","2022-07-25 15:18:10"
75427965,75468205,121902838458,"Flyoo Prao AC-P c21-0",22676.6,-544.75,40816.5,46696,c,"K (Yellow-Orange) Star","2022-07-20 16:56:10"
66079778,66106433,967575168449,"Flyoo Prao AC-Q b52-0",22095.3,-163.312,41020.8,46593.3,b,"M (Red dwarf) Star","2021-05-24 14:48:31"
67461014,67491587,976165168569,"Flyoo Prao AC-S b51-0",22751.2,-127.688,40999.3,46889,b,"M (Red dwarf) Star","2021-07-14 12:44:54"
72610223,72651849,15107856691,"Flyoo Prao AC-S d5-0",22024.3,-171.094,40383.7,45999.4,d,"F (White) Star","2022-02-21 22:29:08"
72610239,72651868,49467595059,"Flyoo Prao AC-S d5-1",22020,-182.094,40383.2,45996.9,d,"A (Blue-White) Star","2022-02-21 22:31:07"
72610807,72652932,358705240371,"Flyoo Prao AC-S d5-10",22028.6,-149.375,40442.6,46053.1,d,"F (White) Star","2022-02-21 23:25:08"
72610825,72652953,393064978739,"Flyoo Prao AC-S d5-11",22016.2,-148.688,40451.1,46054.6,d,"G (White-Yellow) Star","2022-02-21 23:27:09"
72610932,72653064,427424717107,"Flyoo Prao AC-S d5-12",22024.7,-153.844,40451.9,46059.4,d,"G (White-Yellow) Star","2022-02-21 23:34:07"
72610252,72651884,83827333427,"Flyoo Prao AC-S d5-2",22029.3,-172.344,40390.2,46007.5,d,"F (White) Star","2022-02-21 22:32:09"
72610312,72651946,118187071795,"Flyoo Prao AC-S d5-3",22033.4,-183.219,40394,46012.8,d,"A (Blue-White) Star","2022-02-21 22:35:11"
72610375,72652010,152546810163,"Flyoo Prao AC-S d5-4",22092.7,-130.344,40401.8,46047.9,d,"F (White) Star","2022-02-21 22:41:09"
72610530,72652315,186906548531,"Flyoo Prao AC-S d5-5",22086.2,-128.531,40424,46064.2,d,"F (White) Star","2022-02-21 22:55:10"
72610577,72652680,221266286899,"Flyoo Prao AC-S d5-6",22075.3,-126.469,40429.8,46064.2,d,"F (White) Star","2022-02-21 23:01:08"
72610621,72652735,255626025267,"Flyoo Prao AC-S d5-7",22085.9,-125.5,40435.8,46074.5,d,"F (White) Star","2022-02-21 23:06:08"
72610633,72652747,289985763635,"Flyoo Prao AC-S d5-8",22024.7,-148.875,40415.7,46027.6,d,"G (White-Yellow) Star","2022-02-21 23:07:08"
72610692,72652809,324345502003,"Flyoo Prao AC-S d5-9",22018.5,-142.031,40453.1,46057.4,d,"F (White) Star","2022-02-21 23:14:08"
76061161,76103755,15040682283,"Flyoo Prao AC-T d4-0",21730.2,-483.062,40338.6,45821.8,d,"G (White-Yellow) Star","2022-08-26 00:10:11"
76061179,76103777,49400420651,"Flyoo Prao AC-T d4-1",21745.8,-435.5,40359.2,45846.8,d,"F (White) Star","2022-08-26 00:13:11"
76061195,76103794,83760159019,"Flyoo Prao AC-T d4-2",21732.4,-432.031,40364.4,45845.1,d,"F (White) Star","2022-08-26 00:16:10"
76061210,76103812,118119897387,"Flyoo Prao AC-T d4-3",21743,-440.094,40363.6,45849.5,d,"F (White) Star","2022-08-26 00:19:11"
76061227,76103832,152479635755,"Flyoo Prao AC-T d4-4",21742.8,-449.688,40353.1,45840.2,d,"A (Blue-White) Star","2022-08-26 00:21:14"
67342683,67371860,968649106625,"Flyoo Prao AC-V b22-0",22182,-100.688,40383.1,46074.4,b,"M (Red dwarf) Star","2021-07-09 13:08:02"
65542093,65573423,7783017400560,"Flyoo Prao AC-X a28-0",22495.3,-44.4062,40195.6,46062.2,a,"Y (Brown dwarf) Star","2021-05-07 14:33:05"
65978870,66011151,121366360618,"Flyoo Prao AC-X c4-0",22366.2,-37.0625,40097.9,45913.9,c,"K (Yellow-Orange) Star","2021-05-22 04:28:52"
56975940,57076078,396244267562,"Flyoo Prao AC-X c4-1",22349.2,-48.7188,40114.6,45920.3,c,"K (Yellow-Orange) Star","2020-09-27 17:32:11"
53283038,53366443,121634435730,"Flyoo Prao AC-Y c16-0",22515.5,-470.156,40654.1,46475,c,"K (Yellow-Orange) Star","2020-06-15 02:40:48"
71375780,71416430,977775781137,"Flyoo Prao AD-D b32-0",22855.2,-141.781,40575.3,46569.7,b,"M (Red dwarf) Star","2022-01-05 08:17:09"
67844886,67875697,963817137529,"Flyoo Prao AD-G b44-0",21815.7,-132.938,40848.5,46309.2,b,"M (Red dwarf) Star","2021-08-01 05:45:36"
74552681,74588524,15074269539,"Flyoo Prao AD-H d11-0",21856.2,-265.531,40931.4,46402,d,"A (Blue-White) Star","2022-05-29 13:09:10"
74552732,74588578,49434007907,"Flyoo Prao AD-H d11-1",21890.9,-291.531,40856.9,46352.8,d,"F (White) Star","2022-05-29 13:11:26"
72693622,72732679,83793746275,"Flyoo Prao AD-H d11-2",21922.7,-318.844,40881.1,46389.3,d,"A (Blue-White) Star","2022-02-25 17:34:09"
74552787,74588633,118153484643,"Flyoo Prao AD-H d11-3",21855.2,-266.906,40874.2,46351,d,"F (White) Star","2022-05-29 13:15:11"
74552843,74588690,152513223011,"Flyoo Prao AD-H d11-4",21868.9,-265.219,40882.9,46365.2,d,"F (White) Star","2022-05-29 13:19:09"
74552978,74588834,186872961379,"Flyoo Prao AD-H d11-5",21864.6,-276.375,40870.2,46352,d,"A (Blue-White) Star","2022-05-29 13:27:09"
75359826,75398264,7823819720768,"Flyoo Prao AD-K a8-0",22877,-34.9062,39975.6,46058.7,a,"Y (Brown dwarf) Star","2022-07-16 17:20:12"
72494041,72531639,396109984346,"Flyoo Prao AD-M c10-1",22260.9,-144.031,40340,46074.8,c,"K (Yellow-Orange) Star","2022-02-16 23:07:07"
62335925,62274281,973481075825,"Flyoo Prao AD-N b13-0",22540.6,-54,40194.6,46083.5,b,"M (Red dwarf) Star","2021-02-11 08:16:17"
70168728,70197933,978849457465,"Flyoo Prao AD-U b36-0",22941.6,-162.562,40676.2,46700.1,b,"M (Red dwarf) Star","2021-11-12 09:07:08"
55434886,55537336,965964817833,"Flyoo Prao AD-W b49-0",21975.7,-81.875,40956.1,46479.4,b,"M (Red dwarf) Star","2020-08-11 03:36:13"
76288662,76332423,121231749786,"Flyoo Prao AD-W c17-0",22260.2,-533.438,40679.6,46374.9,c,"K (Yellow-Orange) Star","2022-09-07 16:50:15"
78120335,78140683,971333395521,"Flyoo Prao AD-X b7-0",22391.2,-109.031,40059.7,45892.9,b,"M (Red dwarf) Star","2022-12-20 12:21:09"
75380176,75421662,7798049917872,"Flyoo Prao AD-Y a110-0",22638.6,-34.25,41081.3,46906.1,a,"T (Brown dwarf) Star","2022-07-17 21:59:13"
64941985,64963292,15241943299,"Flyoo Prao AE-B d0",22725.3,-767.438,39965.4,45981.1,d,"F (White) Star","2021-04-20 14:50:27"
55211997,55299231,15040764275,"Flyoo Prao AE-E d13-0",21724,-55.75,41091.1,46480.2,d,"F (White) Star","2020-08-04 08:07:55"
55230385,55318158,49400502643,"Flyoo Prao AE-E d13-1",21759.7,-37.1562,41086.9,46493.3,d,"F (White) Star","2020-08-04 22:35:26"
21989549,22040175,358638147955,"Flyoo Prao AE-E d13-10",21771.2,-32.5625,41029.6,46448,d,"F (White) Star","2018-02-13 18:30:22"
55235685,55323687,392997886323,"Flyoo Prao AE-E d13-11",21706.3,-82.8125,41048.4,46434.3,d,"F (White) Star","2020-08-05 02:19:36"
47112610,47184556,427357624691,"Flyoo Prao AE-E d13-12",21711,-82.25,41056.6,46443.7,d,"F (White) Star","2020-01-01 18:17:17"
55231322,55318761,83760241011,"Flyoo Prao AE-E d13-2",21698.2,-26.4688,41025.4,46410.1,d,"G (White-Yellow) Star","2020-08-04 23:02:35"
55231175,55318884,118119979379,"Flyoo Prao AE-E d13-3",21748.3,-44.375,41034.1,46441.2,d,"F (White) Star","2020-08-04 23:09:31"
45785092,45854793,152479717747,"Flyoo Prao AE-E d13-4",21752.2,-43.3125,41023.7,46433.9,d,"F (White) Star","2019-11-17 16:03:31"
55232511,55320270,186839456115,"Flyoo Prao AE-E d13-5",21718.1,-84.5938,41032.5,46425.7,d,"F (White) Star","2020-08-05 00:30:32"
55232670,55320442,221199194483,"Flyoo Prao AE-E d13-6",21721.1,-87.5,41037.8,46431.8,d,"F (White) Star","2020-08-05 00:40:17"
55234131,55321884,255558932851,"Flyoo Prao AE-E d13-7",21728.5,-83.6562,41028.5,46427.1,d,"A (Blue-White) Star","2020-08-05 00:59:26"
54693967,54780307,289918671219,"Flyoo Prao AE-E d13-8",21774.8,-65.875,41031.2,46451.2,d,"A (Blue-White) Star","2020-07-21 07:11:20"
55234721,55322453,324278409587,"Flyoo Prao AE-E d13-9",21760.3,-35.8438,41077.3,46485,d,"F (White) Star","2020-08-05 01:25:22"
72689131,72727102,122171535874,"Flyoo Prao AE-F c0",22819.5,-211,39930.3,45991.4,c,"K (Yellow-Orange) Star","2022-02-25 13:43:09"
54040593,54125424,977239041049,"Flyoo Prao AE-G b3-0",22815.5,-102.25,39956.3,46011.6,b,"M (Red dwarf) Star","2020-07-03 20:56:18"
75163796,75204292,120560824922,"Flyoo Prao AE-L c10-0",21875.2,-327.812,40336,45887.1,c,"K (Yellow-Orange) Star","2022-07-05 12:00:08"
67922866,67946817,120560988730,"Flyoo Prao AE-T c6-0",21886.3,-141.094,40181.5,45755.7,c,"K (Yellow-Orange) Star","2021-08-04 10:40:27"
55554493,55653434,972944139689,"Flyoo Prao AE-W b49-0",22496.6,-84,40960.4,46731.8,b,"M (Red dwarf) Star","2020-08-14 19:45:21"
61169734,61237632,15074089219,"Flyoo Prao AF-A d0",21858.1,-1172.28,39929.6,45536,d,"Neutron Star","2021-01-19 07:37:11"
45937124,46006930,671793230354,"Flyoo Prao AF-C c2-2",22739.8,-91.2188,39999.7,46011.7,c,"K (Yellow-Orange) Star","2019-11-22 21:44:18"
63352853,63370419,15275448667,"Flyoo Prao AF-H d10-0",22824,-1055.81,40786.7,46750.4,d,"Neutron Star","2021-03-09 12:46:32"
72737403,72781458,122305655386,"Flyoo Prao AF-L c10-0",22926.9,-321.5,40361.2,46419.6,c,"K (Yellow-Orange) Star","2022-02-27 16:45:06"
43686775,43754518,964891075809,"Flyoo Prao AF-O b26-0",21895.8,-82.6562,40456.1,46001.4,b,"M (Red dwarf) Star","2019-09-08 11:25:13"
44208533,44276609,396109984450,"Flyoo Prao AF-P c22-1",22285.9,-127.094,40862.8,46545.1,c,"K (Yellow-Orange) Star","2019-09-25 19:18:54"
75240620,75284156,15275530555,"Flyoo Prao AF-P d6-0",22831.7,-594.25,40483.8,46482,d,"F (White) Star","2022-07-10 03:48:17"
75240626,75284164,49635268923,"Flyoo Prao AF-P d6-1",22868.7,-600.125,40489.4,46505.2,d,"F (White) Star","2022-07-10 03:50:17"
65865449,65894239,15208356147,"Flyoo Prao AF-Q d5-0",22504.7,-968.25,40417.4,46270.5,d,"F (White) Star","2021-05-17 15:26:51"
75620508,75659668,120426377898,"Flyoo Prao AF-S c19-0",21779.7,-623.812,40737.7,46198.5,c,"K (Yellow-Orange) Star","2022-08-01 17:36:11"
39864703,39928876,122037252658,"Flyoo Prao AF-U c5-0",22740.1,-303.281,40140.2,46135,c,"K (Yellow-Orange) Star","2019-05-19 21:13:41"
72885932,72922392,15275612443,"Flyoo Prao AF-X d2-0",22832.3,-203.906,40143.7,46183,d,"F (White) Star","2022-03-06 20:13:07"
72885909,72922366,49635350811,"Flyoo Prao AF-X d2-1",22840.7,-205.656,40143.1,46186.6,d,"F (White) Star","2022-03-06 20:10:08"
72885944,72922405,83995089179,"Flyoo Prao AF-X d2-2",22855,-202.281,40140.7,46191.6,d,"F (White) Star","2022-03-06 20:15:07"
54421490,54507060,118354827547,"Flyoo Prao AF-X d2-3",22839.2,-196.438,40153.4,46194.8,d,"F (White) Star","2020-07-13 20:03:04"
