timestamp,Name_Localised,System
2000-01-04T31,Guardian Ruins,Synuefe ZL-J d10-109
2000-01-04T32,Guardian Ruins,Col 173 Sector KN-J b25-5
2000-01-04T33,Guardian Ruins,Col 173 Sector EC-L d8-54
2000-01-04T34,Guardian Ruins,Col 173 Sector FC-L d8-28
2000-01-04T35,Guardian Ruins,Col 173 Sector YV-M d7-23
2000-01-04T36,Guardian Ruins,Col 173 Sector OG-Z c15-35
2000-01-04T37,Guardian Ruins,Col 173 Sector WZ-O b22-4
2000-01-04T38,Guardian Ruins,Col 173 Sector HR-M b23-3
2000-01-04T39,Guardian Ruins,Col 173 Sector KP-T b34-8
2000-01-04T40,Guardian Ruins,Col 173 Sector LB-W b31-0
2000-01-04T41,Guardian Ruins,Col 173 Sector OC-C b29-1
2000-01-04T42,Guardian Ruins,Col 173 Sector UU-O d6-30
2000-01-04T43,Guardian Ruins,Col 173 Sector OZ-U b33-6
2000-01-04T44,Guardian Ruins,Col 173 Sector JB-F b27-1
2000-01-04T45,Guardian Ruins,Col 173 Sector YG-A c15-20
2000-01-04T46,Guardian Ruins,Col 173 Sector WK-A a48-4
2000-01-04T47,Guardian Ruins,Vela Dark Region FL-Y d63
2000-01-04T48,Guardian Ruins,Synuefe YY-Q c21-19
2000-01-04T49,Guardian Ruins,IC 2391 Sector YE-A d103
2000-01-04T50,Guardian Ruins,Vela Dark Region VO-Q b5-1
2000-01-04T51,Guardian Ruins,Blae Eork QU-D d13-3
2000-01-04T52,Guardian Ruins,Vela Dark Region WT-R b4-3
2000-01-04T53,Guardian Ruins,Eta Carina Sector EL-Y d16
2000-01-04T54,Guardian Ruins,Eta Carina Sector IM-V c2-4
2000-01-04T55,Guardian Ruins,2MASS J10444160-5947046
2000-01-04T56,Guardian Ruins,Col 173 Sector UU-O d6-20
2000-01-04T57,Guardian Ruins,Col 173 Sector LJ-F c12-0
2000-01-04T58,Guardian Ruins,Blae Eork IF-G c27-13
2000-01-04T59,Guardian Ruins,Col 173 Sector JX-K b24-0
2000-01-04T60,Guardian Ruins,Prua Phoe TS-B d252
2000-01-04T61,Guardian Ruins,Col 173 Sector YF-N d7-74
2000-01-04T62,Guardian Ruins,Prua Phoe XY-Z d42
2000-01-04T63,Guardian Ruins,Prua Phoe XY-Z d114
2000-01-04T64,Guardian Ruins,Col 173 Sector VN-A b30-1
2000-01-04T65,Guardian Ruins,Prua Phoe US-B d86
2000-01-04T66,Guardian Ruins,Blae Eork RU-D d13-17
2000-01-04T67,Guardian Ruins,Col 173 Sector UG-B c14-0
2000-01-04T68,Guardian Ruins,Blae Eork RU-D d13-20
2000-01-04T69,Guardian Ruins,Col 173 Sector KT-G b40-2
2000-01-04T70,Guardian Ruins,Col 173 Sector RH-C b29-1
2000-01-04T71,Guardian Ruins,Prai Hypoo GF-E c10
2000-01-04T72,Guardian Ruins,Eorl Auwsy SY-Z d13-3468
2000-01-04T73,Guardian Ruins,Col 173 Sector XF-N d7-105
2000-01-04T74,Guardian Ruins,Eorl Auwsy SY-Z d13-3861
2000-01-04T75,Guardian Ruins,Prai Hypoo QC-C d31
2000-01-04T76,Guardian Ruins,Col 173 Sector YG-A c15-12
2000-01-04T77,Guardian Ruins,Blaa Hypai LZ-F b27-0
2000-01-04T78,Guardian Ruins,Blaa Hypai OZ-O d6-16
2000-01-04T79,Guardian Ruins,NGC 3199 Sector IM-V c2-5
2000-01-04T80,Guardian Ruins,Col 173 Sector AU-Y b30-2
2000-01-04T81,Guardian Ruins,NGC 3199 Sector MC-V c2-8
2000-01-04T82,Guardian Ruins,Blae Eork UL-J b56-1
2000-01-04T83,Guardian Ruins,NGC 3199 Sector DL-Y d12
2000-01-04T84,Guardian Ruins,NGC 3199 Sector BV-Y c2
2000-01-04T85,Guardian Ruins,Blaa Hypai XR-I b26-0
2000-01-04T86,Guardian Ruins,Col 173 Sector XY-Y b30-1
2000-01-04T87,Guardian Ruins,Blaa Hypai EU-D c13-0
2000-01-04T88,Guardian Ruins,Col 173 Sector QU-O d6-25
2000-01-04T89,Guardian Ruins,Prai Hypoo WD-A d1-6
2000-01-04T90,Guardian Ruins,Prai Hypoo WD-A d1-41
2000-01-04T91,Guardian Ruins,Eorl Auwsy YF-Y b56-16
2000-01-04T92,Guardian Ruins,Vela Dark Region YO-R b4-1
2000-01-04T93,Guardian Ruins,Col 173 Sector YA-N d7-17
2000-01-04T94,Guardian Ruins,Col 173 Sector PF-E b28-3
2000-01-04T95,Guardian Ruins,Synuefe CN-H d11-63
2000-01-04T96,Guardian Ruins,Col 173 Sector YF-N c7-5
2000-01-04T97,Guardian Ruins,Col 173 Sector WG-J c10-16
2000-01-04T98,Guardian Ruins,Col 173 Sector CH-L d8-14
2000-01-04T99,Guardian Ruins,Col 173 Sector BX-I c10-7
2000-01-04T100,Guardian Ruins,Col 173 Sector AI-H c11-22
2000-01-04T101,Guardian Ruins,Synuefe DK-D b46-4
2000-01-04T102,Guardian Ruins,Col 173 Sector HI-M a55-0
2000-01-04T103,Guardian Ruins,Prai Hypoo PC-C d50
2000-01-04T104,Guardian Ruins,Blae Eork NE-E d13-25
2000-01-04T105,Guardian Ruins,Col 173 Sector EM-L d8-60
2000-01-04T106,Guardian Ruins,Col 173 Sector EM-L d8-27
2000-01-04T107,Guardian Ruins,Col 173 Sector KN-J d9-22
