timestamp,Name_Localised,System
2000-01-02T156,Brain Trees,Col 173 Sector RT-I b25-1
2000-01-02T157,Brain Trees,Col 173 Sector RU-O d6-16
2000-01-02T158,Brain Trees,Col 173 Sector RU-O d6-33
2000-01-02T159,Brain Trees,Col 173 Sector RU-O d6-56
2000-01-02T160,Brain Trees,Col 173 Sector SI-I b26-8
2000-01-02T161,Brain Trees,Col 173 Sector SN-S d4-63
2000-01-02T162,Brain Trees,Col 173 Sector SR-L b37-1
2000-01-02T163,Brain Trees,Col 173 Sector SX-B b29-1
2000-01-02T164,Brain Trees,Col 173 Sector TG-A c15-12
2000-01-02T165,Brain Trees,Col 173 Sector TJ-A b30-0
2000-01-02T166,Brain Trees,Col 173 Sector TO-P d6-22
2000-01-02T167,Brain Trees,Col 173 Sector TO-P d6-54
2000-01-02T168,Brain Trees,Col 173 Sector TS-R b34-1
2000-01-02T169,Brain Trees,Col 173 Sector TS-R b34-2
2000-01-02T170,Brain Trees,Col 173 Sector TZ-P d5-35
2000-01-02T171,Brain Trees,Col 173 Sector UM-L b37-1
2000-01-02T172,Brain Trees,Col 173 Sector UT-W b19-4
2000-01-02T173,Brain Trees,Col 173 Sector UU-O d6-30
2000-01-02T174,Brain Trees,Col 173 Sector UV-D b28-3
2000-01-02T175,Brain Trees,Col 173 Sector VC-K b38-2
2000-01-02T176,Brain Trees,Col 173 Sector VI-I b26-7
2000-01-02T177,Brain Trees,Col 173 Sector VK-U c17-4
2000-01-02T178,Brain Trees,Col 173 Sector VP-N d7-109
2000-01-02T179,Brain Trees,Col 173 Sector WM-Y b31-2
2000-01-02T180,Brain Trees,Col 173 Sector WW-H c11-15
2000-01-02T181,Brain Trees,Col 173 Sector WZ-O d6-42
2000-01-02T182,Brain Trees,Col 173 Sector XT-Q b21-5
2000-01-02T183,Brain Trees,Col 173 Sector YQ-W a63-2
2000-01-02T184,Brain Trees,Col 173 Sector YW-H c11-16
2000-01-02T185,Brain Trees,Col 173 Sector YX-Q a25-0
2000-01-02T186,Brain Trees,Col 173 Sector ZQ-L b25-1
2000-01-02T187,Brain Trees,Col 173 Sector ZW-Z c14-10
2000-01-02T188,Brain Trees,Col 173 Sector ZZ-N b23-1
2000-01-02T189,Brain Trees,Eorl Auwsy AB-Y b56-28
2000-01-02T190,Brain Trees,Eorl Auwsy CM-W b57-17
2000-01-02T191,Brain Trees,Eorl Auwsy DH-W b57-58
2000-01-02T192,Brain Trees,Eorl Auwsy DM-W b57-45
2000-01-02T193,Brain Trees,Eorl Auwsy JR-N e6-6981
2000-01-02T194,Brain Trees,Eorl Auwsy JR-N e6-7050
2000-01-02T195,Brain Trees,Eorl Auwsy JX-Z c27-888
2000-01-02T196,Brain Trees,Eorl Auwsy KN-Y c28-9
2000-01-02T197,Brain Trees,Eorl Auwsy LN-Y c28-37
2000-01-02T198,Brain Trees,Eorl Auwsy ND-Y c28-911
2000-01-02T199,Brain Trees,Eorl Auwsy NS-B d13-2368
2000-01-02T200,Brain Trees,Eorl Auwsy NS-B d13-4642
2000-01-02T201,Brain Trees,Eorl Auwsy OS-B d13-1106
2000-01-02T202,Brain Trees,Eorl Auwsy OS-B d13-132
2000-01-02T203,Brain Trees,Eorl Auwsy OS-B d13-1619
2000-01-02T204,Brain Trees,Eorl Auwsy OS-B d13-1952
2000-01-02T205,Brain Trees,Eorl Auwsy PD-Y c28-54
2000-01-02T206,Brain Trees,Eorl Auwsy PS-B d13-1805
2000-01-02T207,Brain Trees,Eorl Auwsy PS-B d13-2869
2000-01-02T208,Brain Trees,Eorl Auwsy PS-B d13-4295
2000-01-02T209,Brain Trees,Eorl Auwsy PS-B d13-4554
2000-01-02T210,Brain Trees,Eorl Auwsy PS-B d13-5023
2000-01-02T211,Brain Trees,Eorl Auwsy PS-B d13-5388
2000-01-02T212,Brain Trees,Eorl Auwsy PS-B d13-5711
2000-01-02T213,Brain Trees,Eorl Auwsy PS-B d13-5884
2000-01-02T214,Brain Trees,Eorl Auwsy PS-B d13-6242
2000-01-02T215,Brain Trees,Eorl Auwsy QD-A d14-1389
2000-01-02T216,Brain Trees,Eorl Auwsy QD-A d14-255
2000-01-02T217,Brain Trees,Eorl Auwsy QD-A d14-3169
2000-01-02T218,Brain Trees,Eorl Auwsy QD-A d14-4515
2000-01-02T219,Brain Trees,Eorl Auwsy QD-A d14-4541
2000-01-02T220,Brain Trees,Eorl Auwsy QD-A d14-5136
2000-01-02T221,Brain Trees,Eorl Auwsy QD-A d14-6193
2000-01-02T222,Brain Trees,Eorl Auwsy QD-A d14-798
2000-01-02T223,Brain Trees,Eorl Auwsy QZ-Y b56-45
2000-01-02T224,Brain Trees,Eorl Auwsy RD-A d14-3589
2000-01-02T225,Brain Trees,Eorl Auwsy RD-A d14-4535
2000-01-02T226,Brain Trees,Eorl Auwsy RY-Z d13-1614
2000-01-02T227,Brain Trees,Eorl Auwsy RZ-Z b55-16
2000-01-02T228,Brain Trees,Eorl Auwsy SY-Z d13-1087
2000-01-02T229,Brain Trees,Eorl Auwsy SY-Z d13-1137
2000-01-02T230,Brain Trees,Eorl Auwsy SY-Z d13-1139
2000-01-02T231,Brain Trees,Eorl Auwsy SY-Z d13-1143
2000-01-02T232,Brain Trees,Eorl Auwsy SY-Z d13-1255
2000-01-02T233,Brain Trees,Eorl Auwsy SY-Z d13-1424
2000-01-02T234,Brain Trees,Eorl Auwsy SY-Z d13-1499
2000-01-02T235,Brain Trees,Eorl Auwsy SY-Z d13-1674
2000-01-02T236,Brain Trees,Eorl Auwsy SY-Z d13-1749
2000-01-02T237,Brain Trees,Eorl Auwsy SY-Z d13-2020
2000-01-02T238,Brain Trees,Eorl Auwsy SY-Z d13-2262
2000-01-02T239,Brain Trees,Eorl Auwsy SY-Z d13-2352
2000-01-02T240,Brain Trees,Eorl Auwsy SY-Z d13-2376
2000-01-02T241,Brain Trees,Eorl Auwsy SY-Z d13-2879
2000-01-02T242,Brain Trees,Eorl Auwsy SY-Z d13-3468
2000-01-02T243,Brain Trees,Eorl Auwsy SY-Z d13-350
2000-01-02T244,Brain Trees,Eorl Auwsy SY-Z d13-3556
2000-01-02T245,Brain Trees,Eorl Auwsy SY-Z d13-3743
2000-01-02T246,Brain Trees,Eorl Auwsy SY-Z d13-3861
2000-01-02T247,Brain Trees,Eorl Auwsy SY-Z d13-4014
2000-01-02T248,Brain Trees,Eorl Auwsy SY-Z d13-4045
2000-01-02T249,Brain Trees,Eorl Auwsy SY-Z d13-4137
2000-01-02T250,Brain Trees,Eorl Auwsy SY-Z d13-4239
2000-01-02T251,Brain Trees,Eorl Auwsy SY-Z d13-4588
2000-01-02T252,Brain Trees,Eorl Auwsy SY-Z d13-4650
2000-01-02T253,Brain Trees,Eorl Auwsy SY-Z d13-4684
2000-01-02T254,Brain Trees,Eorl Auwsy SY-Z d13-4770
2000-01-02T255,Brain Trees,Eorl Auwsy SY-Z d13-4952
2000-01-02T256,Brain Trees,Eorl Auwsy SY-Z d13-5018
2000-01-02T257,Brain Trees,Eorl Auwsy SY-Z d13-5133
2000-01-02T258,Brain Trees,Eorl Auwsy SY-Z d13-5358
2000-01-02T259,Brain Trees,Eorl Auwsy SY-Z d13-5438
2000-01-02T260,Brain Trees,Eorl Auwsy SY-Z d13-544
2000-01-02T261,Brain Trees,Eorl Auwsy SY-Z d13-5541
2000-01-02T262,Brain Trees,Eorl Auwsy SY-Z d13-5549
2000-01-02T263,Brain Trees,Eorl Auwsy SY-Z d13-5758
2000-01-02T264,Brain Trees,Eorl Auwsy SY-Z d13-5797
2000-01-02T265,Brain Trees,Eorl Auwsy SY-Z d13-6009
2000-01-02T266,Brain Trees,Eorl Auwsy SY-Z d13-967
2000-01-02T267,Brain Trees,Eorl Auwsy TY-Z d13-1367
2000-01-02T268,Brain Trees,Eorl Auwsy TY-Z d13-2453
2000-01-02T269,Brain Trees,Eorl Auwsy TY-Z d13-3300
2000-01-02T270,Brain Trees,Eorl Auwsy TY-Z d13-3832
2000-01-02T271,Brain Trees,Eorl Auwsy TY-Z d13-732
2000-01-02T272,Brain Trees,Eorl Auwsy UT-Z d13-1173
2000-01-02T273,Brain Trees,Eorl Auwsy UT-Z d13-1617
2000-01-02T274,Brain Trees,Eorl Auwsy UT-Z d13-2003
2000-01-02T275,Brain Trees,Eorl Auwsy VT-Z d13-1851
2000-01-02T276,Brain Trees,Eorl Auwsy VZ-Z b55-41
2000-01-02T277,Brain Trees,Eorl Auwsy XU-Z b55-3
2000-01-02T278,Brain Trees,Eorl Auwsy YF-Y b56-16
2000-01-02T279,Brain Trees,Eorl Auwsy ZZ-Z b55-50
2000-01-02T280,Brain Trees,Eta Carina Sector EL-Y d16
2000-01-02T281,Brain Trees,Eta Carina Sector EL-Y d19
2000-01-02T282,Brain Trees,Eta Carina Sector GW-W c1-6
2000-01-02T283,Brain Trees,Eta Carina Sector IR-W d1-10
2000-01-02T284,Brain Trees,Eta Carina Sector IR-W d1-25
2000-01-02T285,Brain Trees,Eta Carina Sector LC-V c2-8
2000-01-02T286,Brain Trees,Eta Carina Sector PD-S b4-0
2000-01-02T287,Brain Trees,FAUST 538
2000-01-02T288,Brain Trees,Flyua Dryoae FT-F d12-29
2000-01-02T289,Brain Trees,Flyua Dryoae MF-C d14-69
2000-01-02T290,Brain Trees,Flyua Dryoae ZV-C c29-3
2000-01-02T291,Brain Trees,Graea Hypue AA-A h38
2000-01-02T292,Brain Trees,Graea Hypue AH-R c6-17
2000-01-02T293,Brain Trees,Graea Hypue BA-A e8
2000-01-02T294,Brain Trees,Graea Hypue BF-A d3
2000-01-02T295,Brain Trees,Graea Hypue BM-R c6-12
2000-01-02T296,Brain Trees,Graea Hypue BW-U d3-133
2000-01-02T297,Brain Trees,Graea Hypue BW-U d3-36
2000-01-02T298,Brain Trees,Graea Hypue BW-U d3-9
2000-01-02T299,Brain Trees,Graea Hypue BX-L b11-12
2000-01-02T300,Brain Trees,Graea Hypue CB-W e2-49
2000-01-02T301,Brain Trees,Graea Hypue CG-W d2-119
2000-01-02T302,Brain Trees,Graea Hypue CM-R c6-14
2000-01-02T303,Brain Trees,Graea Hypue CQ-Y d38
2000-01-02T304,Brain Trees,Graea Hypue CR-S c5-20
2000-01-02T305,Brain Trees,Graea Hypue DN-L b11-9
2000-01-02T306,Brain Trees,Graea Hypue DQ-Y d35
2000-01-02T307,Brain Trees,Graea Hypue DR-U d3-134
2000-01-02T308,Brain Trees,Graea Hypue DW-U d3-20
2000-01-02T309,Brain Trees,Graea Hypue DW-U d3-33
2000-01-02T310,Brain Trees,Graea Hypue EB-W d2-34
2000-01-02T311,Brain Trees,Graea Hypue EB-W d2-47
2000-01-02T312,Brain Trees,Graea Hypue EL-Y d58
2000-01-02T313,Brain Trees,Graea Hypue EY-I b13-14
2000-01-02T314,Brain Trees,Graea Hypue FC-T b4-2
2000-01-02T315,Brain Trees,Graea Hypue FL-Y d9
2000-01-02T316,Brain Trees,Graea Hypue FR-V d2-15
2000-01-02T317,Brain Trees,Graea Hypue FX-S d4-191
2000-01-02T318,Brain Trees,Graea Hypue GC-T d4-192
2000-01-02T319,Brain Trees,Graea Hypue GD-K b12-3
2000-01-02T320,Brain Trees,Graea Hypue GX-S d4-157
2000-01-02T321,Brain Trees,Graea Hypue HJ-A b17-2
2000-01-02T322,Brain Trees,Graea Hypue HM-U d3-194
2000-01-02T323,Brain Trees,Graea Hypue HR-V d2-7
2000-01-02T324,Brain Trees,Graea Hypue HS-F b13-5
2000-01-02T325,Brain Trees,Graea Hypue IH-U d3-75
2000-01-02T326,Brain Trees,Graea Hypue IH-U d3-76
2000-01-02T327,Brain Trees,Graea Hypue IR-W d1-41
2000-01-02T328,Brain Trees,Graea Hypue IR-W d1-9
2000-01-02T329,Brain Trees,Graea Hypue JM-V c2-12
2000-01-02T330,Brain Trees,Graea Hypue JX-S d4-114
2000-01-02T331,Brain Trees,Graea Hypue JX-S d4-218
2000-01-02T332,Brain Trees,Graea Hypue KI-R d5-198
2000-01-02T333,Brain Trees,Graea Hypue LM-U b3-2
2000-01-02T334,Brain Trees,Graea Hypue MX-T d3-109
2000-01-02T335,Brain Trees,Graea Hypue OJ-P d6-346
2000-01-02T336,Brain Trees,Graea Hypue OO-P d6-179
2000-01-02T337,Brain Trees,Graea Hypue RK-H b13-2
2000-01-02T338,Brain Trees,Graea Hypue RO-P c6-15
2000-01-02T339,Brain Trees,Graea Hypue SK-K c10-13
2000-01-02T340,Brain Trees,Graea Hypue SK-K c10-49
2000-01-02T341,Brain Trees,Graea Hypue SK-V d3-817
2000-01-02T342,Brain Trees,Graea Hypue TA-X b5-13
2000-01-02T343,Brain Trees,Graea Hypue TF-P b9-1
2000-01-02T344,Brain Trees,Graea Hypue TF-P b9-12
2000-01-02T345,Brain Trees,Graea Hypue TF-V d3-649
2000-01-02T346,Brain Trees,Graea Hypue UL-V b6-14
2000-01-02T347,Brain Trees,Graea Hypue VD-A d1-217
2000-01-02T348,Brain Trees,Graea Hypue VE-Y d1-226
2000-01-02T349,Brain Trees,Graea Hypue VK-T c5-31
2000-01-02T350,Brain Trees,Graea Hypue VK-T c5-52
2000-01-02T351,Brain Trees,Graea Hypue VS-B d0
2000-01-02T352,Brain Trees,Graea Hypue WE-Y d1-202
2000-01-02T353,Brain Trees,Graea Hypue WE-Y d1-203
2000-01-02T354,Brain Trees,Graea Hypue WJ-P c6-22
2000-01-02T355,Brain Trees,Graea Hypue XA-B b18-13
2000-01-02T356,Brain Trees,Graea Hypue YP-W d2-100
2000-01-02T357,Brain Trees,Graea Hypue YP-W d2-160
2000-01-02T358,Brain Trees,Graea Hypue YP-W d2-302
2000-01-02T359,Brain Trees,Graea Hypue YP-W d2-92
2000-01-02T360,Brain Trees,Graea Hypue YR-K b12-0
2000-01-02T361,Brain Trees,Graea Hypue YV-T d4-1066
2000-01-02T362,Brain Trees,Graea Hypue YY-U b5-3
2000-01-02T363,Brain Trees,Graea Hypue ZF-V d3-369
2000-01-02T364,Brain Trees,HD 63154
2000-01-02T365,Brain Trees,HD 66438
2000-01-02T366,Brain Trees,HD 67061
2000-01-02T367,Brain Trees,HD 67314
2000-01-02T368,Brain Trees,HD 67557
2000-01-02T369,Brain Trees,HD 73105
2000-01-02T370,Brain Trees,HD 74276
2000-01-02T371,Brain Trees,HD 74454
2000-01-02T372,Brain Trees,HD 76838
2000-01-02T373,Brain Trees,HD 85469
2000-01-02T374,Brain Trees,HD 91078
2000-01-02T375,Brain Trees,HD 92989
2000-01-02T376,Brain Trees,HD 93098
2000-01-02T377,Brain Trees,HD 93424
2000-01-02T378,Brain Trees,HIP 29214
2000-01-02T379,Brain Trees,HIP 29592
2000-01-02T380,Brain Trees,HIP 32278
2000-01-02T381,Brain Trees,HIP 33442
2000-01-02T382,Brain Trees,HIP 33659
2000-01-02T383,Brain Trees,HIP 34209
2000-01-02T384,Brain Trees,HIP 34322
2000-01-02T385,Brain Trees,HIP 34842
2000-01-02T386,Brain Trees,HIP 34906
2000-01-02T387,Brain Trees,HIP 34941
2000-01-02T388,Brain Trees,HIP 35245
2000-01-02T389,Brain Trees,HIP 36218
2000-01-02T390,Brain Trees,HIP 36252
2000-01-02T391,Brain Trees,HIP 36777
2000-01-02T392,Brain Trees,HIP 36781
2000-01-02T393,Brain Trees,HIP 36823
2000-01-02T394,Brain Trees,HIP 37100
2000-01-02T395,Brain Trees,HIP 37546
2000-01-02T396,Brain Trees,HIP 37610
2000-01-02T397,Brain Trees,HIP 38064
2000-01-02T398,Brain Trees,HIP 38660
2000-01-02T399,Brain Trees,HIP 39111
2000-01-02T400,Brain Trees,HIP 39768
2000-01-02T401,Brain Trees,HIP 39773
2000-01-02T402,Brain Trees,HIP 40594
2000-01-02T403,Brain Trees,HIP 40749
2000-01-02T404,Brain Trees,HIP 42003
2000-01-02T405,Brain Trees,HIP 42459
2000-01-02T406,Brain Trees,HIP 42687
2000-01-02T407,Brain Trees,HIP 43123
2000-01-02T408,Brain Trees,HIP 43497
2000-01-02T409,Brain Trees,HIP 44365
2000-01-02T410,Brain Trees,HIP 44845
2000-01-02T411,Brain Trees,HIP 46193
2000-01-02T412,Brain Trees,HIP 46991
2000-01-02T413,Brain Trees,HIP 48720
2000-01-02T414,Brain Trees,HIP 49394
2000-01-02T415,Brain Trees,HIP 52116
2000-01-02T416,Brain Trees,HIP 52132
2000-01-02T417,Brain Trees,HIP 61997
2000-01-02T418,Brain Trees,HR 2923
2000-01-02T419,Brain Trees,HR 3020
2000-01-02T420,Brain Trees,HR 4220
2000-01-02T421,Brain Trees,HR 4221
2000-01-02T422,Brain Trees,IC 2391 Sector AF-A c11
2000-01-02T423,Brain Trees,IC 2391 Sector EG-W b2-3
2000-01-02T424,Brain Trees,IC 2391 Sector FL-X b1-7
2000-01-02T425,Brain Trees,IC 2391 Sector HG-X b1-8
2000-01-02T426,Brain Trees,IC 2391 Sector IM-V b2-2
2000-01-02T427,Brain Trees,IC 2391 Sector YZ-Y c10
2000-01-02T428,Brain Trees,IC 2391 Sector ZE-A d101
2000-01-02T429,Brain Trees,IC 2602 Sector EB-X d1-20
2000-01-02T430,Brain Trees,IC 2602 Sector UX-T b3-5
2000-01-02T431,Brain Trees,IC 2602 Sector XU-X b1-8
2000-01-02T432,Brain Trees,Kappa-1 Volantis
2000-01-02T433,Brain Trees,Musca Dark Region AA-Z c46
2000-01-02T434,Brain Trees,NGC 2451A Sector BL-X c1-12
2000-01-02T435,Brain Trees,NGC 2451A Sector DQ-Y d2
2000-01-02T436,Brain Trees,NGC 2451A Sector GW-W c1-12
