Ancient Pylon,IC 2391 Sector HG-X b1-7,2018-09-24T16:49:16.000Z
Ancient Pylon,Synuefe RL-C b46-6,2018-09-06T18:56:35.000Z
Ancient Pylon,Synuefe IL-N c23-15,2018-08-29T03:56:23.000Z
Ancient Pylon,Synuefe DK-P c22-35,2018-11-07T06:32:12.000Z
Ancient Pylon,NGC 2451A Sector RT-R c4-19,2018-09-10T02:24:28.000Z
Ancient Ruins,Col 173 Sector JB-F b27-1,2018-03-28T00:05:27.000Z
Ancient Ruins,Synuefe CN-H d11-63,2018-03-05T21:31:56.000Z
Ancient Ruins,HIP 39768,2018-02-01T16:36:58.000Z
Ancient Ruins,Col 173 Sector YF-N c7-5,2019-06-27T23:10:11.000Z
Ancient Ruins,Col 173 Sector KT-G b40-2,2018-03-13T23:29:21.000Z
Ancient Ruins,Col 173 Sector OE-P d6-11,2018-02-01T20:00:20.000Z
Ancient Ruins,Skaudai AM-B d14-138,2018-08-31T21:38:32.000Z
Ancient Ruins,Eta Carina Sector EL-Y d16,2019-06-26T17:19:16.000Z
Ancient Ruins,Col 173 Sector OE-P d6-11,2018-11-30T04:54:49.000Z
Ancient Ruins,Col 173 Sector OT-Q d5-18,2018-03-27T20:28:23.000Z
Ancient Ruins,Col 173 Sector HR-M b23-3,2018-03-10T09:46:22.000Z
Ancient Ruins,Prua Phoe US-B d86,2018-06-19T22:15:34.000Z
Ancient Ruins,Col 173 Sector IE-R b34-3,2019-06-30T23:22:50.000Z
Ancient Ruins,Col 173 Sector AP-Q b21-2,2018-03-27T21:05:10.000Z
Ancient Ruins,Col 173 Sector YF-N c7-5,2019-06-27T23:01:12.000Z
Ancient Ruins,Col 173 Sector KN-J d9-22,2019-05-24T19:06:38.000Z
Ancient Ruins,Col 173 Sector KY-Q d5-47,2018-06-30T11:23:05.000Z
Ancient Ruins,Prua Phoe US-B d86,2019-06-19T15:47:21.000Z
Ancient Ruins,Col 173 Sector KT-G b40-2,2018-03-13T22:35:36.000Z
Ancient Ruins,Col 173 Sector CG-M b24-8,2018-07-02T19:15:37.000Z
Ancient Ruins,Col 173 Sector KT-G b40-2,2018-03-14T00:13:41.000Z
Ancient Ruins,Synuefe CE-R c21-6,2018-03-09T16:15:36.000Z
Ancient Ruins,Prai Hypoo GF-E c10,2019-01-25T18:48:57.000Z
Ancient Ruins,IC 2391 Sector FL-X b1-7,2018-04-15T01:23:09.000Z
Ancient Ruins,Vela Dark Region FL-Y d63,2018-03-15T17:07:42.000Z
Ancient Ruins,Vela Dark Region FL-Y d63,2018-03-25T21:08:06.000Z
Ancient Ruins,Vela Dark Region FL-Y d63,2018-03-14T15:52:17.000Z
Ancient Ruins,Col 173 Sector PV-B c14-1,2018-03-03T15:24:27.000Z
Ancient Ruins,Col 173 Sector PF-E b28-3,2018-08-23T06:37:25.000Z
Ancient Ruins,Col 173 Sector PV-B c14-1,2018-03-03T15:19:36.000Z
Ancient Ruins,2MASS J10444160-5947046,2018-03-26T21:25:15.000Z
Ancient Ruins,Col 173 Sector YG-A c15-12,2019-06-13T16:55:15.000Z
Ancient Ruins,Skaudai AM-B d14-138,2018-09-28T19:43:05.000Z
Ancient Ruins,Col 173 Sector WK-A a48-4,2018-07-02T18:06:33.000Z
Ancient Ruins,Col 173 Sector QU-O d6-25,2018-03-11T02:04:50.000Z
Ancient Ruins,Col 173 Sector HR-M b23-3,2018-07-22T13:53:25.000Z
Ancient Ruins,Col 173 Sector DH-K b25-2,2018-07-24T22:37:29.000Z
Ancient Ruins,Skaudai AM-B d14-138,2018-03-22T11:47:16.000Z
Ancient Ruins,Col 173 Sector OT-Q d5-18,2018-03-27T19:18:40.000Z
Ancient Ruins,Synuefe LY-I b42-2,2018-04-15T13:26:23.000Z
Ancient Ruins,Col 173 Sector KY-Q d5-47,2018-03-19T14:14:36.000Z
Ancient Ruins,Eta Carina Sector EL-Y d16,2019-06-27T16:56:51.000Z
Ancient Ruins,Blaa Hypai XR-I b26-0,2019-02-11T00:51:37.000Z
Ancient Ruins,Synuefe TP-F b44-0,2018-01-30T21:07:16.000Z
Ancient Ruins,Col 173 Sector UU-O d6-20,2018-04-15T17:46:58.000Z
Ancient Ruins,Col 173 Sector DH-K b25-2,2018-03-28T03:03:54.000Z
Ancient Ruins,Col 173 Sector LJ-F c12-0,2018-07-21T16:59:16.000Z
Ancient Ruins,Synuefe NL-N c23-4,2018-03-12T17:20:46.000Z
Ancient Ruins,Blaa Hypai XR-I b26-0,2019-02-11T00:45:56.000Z
Ancient Ruins,Col 173 Sector OC-C b29-1,2018-04-15T09:38:32.000Z
Ancient Ruins,Vela Dark Region EL-Y d32,2018-03-28T01:49:44.000Z
Ancient Ruins,Vela Dark Region FL-Y d63,2018-03-15T17:31:25.000Z
Ancient Ruins,Col 173 Sector KN-J b25-5,2018-03-28T00:51:52.000Z
Ancient Ruins,2MASS J10444160-5947046,2018-03-27T00:08:47.000Z
Ancient Ruins,Col 173 Sector JB-F b27-1,2018-03-27T23:54:16.000Z
Ancient Ruins,Col 173 Sector QU-O d6-25,2018-03-11T03:16:26.000Z
Ancient Ruins,Blaa Hypai XR-I b26-0,2019-07-01T18:50:47.000Z
Ancient Ruins,Col 173 Sector OE-P d6-11,2018-11-19T20:57:55.000Z
Ancient Ruins,Col 173 Sector PF-E b28-3,2018-07-28T17:44:01.000Z
Ancient Ruins,Vela Dark Region RC-V b2-5,2018-08-26T02:48:04.000Z
Ancient Ruins,Col 173 Sector AV-N b23-5,2018-07-02T17:51:12.000Z
Ancient Ruins,Prua Phoe TS-B d252,2019-05-03T00:05:29.000Z
Ancient Ruins,Synuefe LY-I b42-2,2018-04-15T12:02:47.000Z
Ancient Ruins,Col 173 Sector KP-T b34-8,2018-03-28T01:15:12.000Z
Ancient Ruins,Col 173 Sector XG-J c10-17,2018-04-14T20:29:32.000Z
Ancient Ruins,Col 173 Sector CG-M b24-8,2018-07-02T19:22:29.000Z
Ancient Ruins,Prai Hypoo QC-C d31,2018-11-28T17:32:46.000Z
Ancient Ruins,Col 173 Sector JX-K b24-0,2018-03-10T21:22:39.000Z
Ancient Ruins,Col 173 Sector HR-M b23-3,2018-07-13T04:48:02.000Z
Ancient Ruins,Col 173 Sector KN-J d9-22,2019-05-24T18:31:20.000Z
Ancient Ruins,Col 173 Sector JX-K b24-0,2018-03-10T22:01:47.000Z
Ancient Ruins,Col 173 Sector AI-H c11-22,2018-08-27T22:28:51.000Z
Ancient Ruins,Col 173 Sector PV-B c14-1,2018-03-02T17:48:31.000Z
Ancient Ruins,Col 173 Sector YF-N d7-74,2018-09-09T03:30:21.000Z
Ancient Ruins,Col 173 Sector UU-O d6-30,2018-04-15T10:43:14.000Z
Ancient Ruins,Col 173 Sector OE-P d6-11,2018-02-02T15:48:31.000Z
Ancient Ruins,Col 173 Sector KY-Q d5-47,2018-09-18T18:56:13.000Z
Ancient Ruins,Prai Hypoo QC-C d31,2018-11-28T18:43:09.000Z
Ancient Ruins,Vela Dark Region KR-W c1-24,2019-05-25T15:20:38.000Z
Ancient Ruins,Col 173 Sector KY-Q d5-47,2018-09-03T23:23:40.000Z
Ancient Ruins,Prua Phoe TS-B d252,2018-04-07T18:02:05.000Z
Ancient Ruins,Col 173 Sector KN-J b25-5,2018-03-28T00:34:19.000Z
Ancient Ruins,Vela Dark Region FL-Y d63,2018-03-14T16:14:28.000Z
Ancient Ruins,Col 173 Sector AP-Q b21-2,2018-03-27T22:31:25.000Z
Ancient Ruins,Col 173 Sector AI-H c11-22,2018-10-31T21:44:59.000Z
Ancient Ruins,Eorl Auwsy YF-Y b56-16,2019-08-02T11:16:14.000Z
Ancient Ruins,NGC 3199 Sector IM-V c2-5,2018-02-23T18:07:18.000Z
Ancient Ruins,Col 173 Sector LJ-F c12-0,2018-07-21T17:31:07.000Z
Ancient Ruins,Prai Hypoo GF-E c10,2018-12-30T10:48:39.000Z
Ancient Ruins,Col 173 Sector WK-A a48-4,2018-07-02T18:54:52.000Z
Ancient Ruins,Eorl Auwsy YF-Y b56-16,2019-08-01T20:28:19.000Z
Ancient Ruins,Synuefe XR-H d11-102,2018-01-06T17:33:08.000Z
Ancient Ruins,Synuefe TP-F b44-0,2018-01-21T17:42:45.000Z
Ancient Ruins,Col 173 Sector UU-O d6-30,2019-06-04T03:17:04.000Z
Ancient Ruins,Col 173 Sector YG-A c15-20,2018-04-15T16:57:15.000Z
Ancient Ruins,Col 173 Sector WF-N d7-52,2019-06-13T14:56:56.000Z
Ancient Ruins,Col 173 Sector BX-I c10-7,2018-11-14T14:46:50.000Z
Ancient Ruins,Synuefe NL-N c23-4,2018-03-12T16:43:15.000Z
Ancient Ruins,Col 173 Sector AV-N b23-5,2018-07-02T17:56:38.000Z
Ancient Ruins,Col 173 Sector LY-Q d5-13,2018-04-15T16:30:09.000Z
Ancient Ruins,HIP 39768,2018-02-01T15:50:30.000Z
Ancient Ruins,Col 173 Sector LJ-F c12-0,2018-07-21T17:15:49.000Z
Ancient Ruins,Col 173 Sector LY-Q d5-59,2018-02-02T16:50:17.000Z
Ancient Ruins,Col 173 Sector CG-M b24-8,2018-07-02T19:04:13.000Z
Ancient Ruins,Synuefe XR-H d11-102,2018-01-21T14:45:52.000Z
Ancient Ruins,Synuefe NL-N c23-4,2018-03-12T18:26:42.000Z
Ancient Ruins,Col 173 Sector JX-K b24-0,2018-03-10T21:25:07.000Z
Ancient Ruins,Vela Dark Region RC-V b2-5,2018-08-26T02:01:31.000Z
Ancient Ruins,Col 173 Sector AV-N b23-5,2018-07-02T17:46:11.000Z
Ancient Ruins,Col 173 Sector PV-B c14-1,2018-03-02T18:25:55.000Z
Ancient Ruins,Col 173 Sector HR-M b23-3,2018-03-28T02:47:23.000Z
Ancient Ruins,Vela Dark Region KR-W c1-24,2018-07-22T22:26:41.000Z
Ancient Ruins,Col 173 Sector AP-Q b21-2,2018-03-27T21:56:37.000Z
Ancient Ruins,Col 173 Sector YG-A c15-12,2019-06-14T14:45:50.000Z
Ancient Ruins,Synuefe CE-R c21-6,2018-03-11T01:11:17.000Z
Ancient Ruins,IC 2391 Sector GW-V b2-4,2018-03-19T13:12:29.000Z
Ancient Ruins,Synuefe LY-I b42-2,2018-03-03T23:44:31.000Z
Ancient Ruins,Vela Dark Region EL-Y d32,2018-03-27T22:40:47.000Z
Ancient Ruins,Col 173 Sector OC-C b29-1,2019-01-07T11:30:11.000Z
Ancient Ruins,Col 173 Sector YG-A c15-20,2018-04-15T17:07:17.000Z
Ancient Ruins,Synuefe CE-R c21-6,2018-03-11T01:03:58.000Z
Ancient Ruins,Prai Hypoo GF-E c10,2018-12-22T06:39:57.000Z
Ancient Ruins,Prua Phoe US-B d86,2019-06-19T15:38:20.000Z
Ancient Ruins,Col 173 Sector LY-Q d5-59,2018-02-02T16:34:21.000Z
Ancient Ruins,Synuefe TP-F b44-0,2018-01-31T17:28:51.000Z
Ancient Ruins,Synuefe XO-P c22-17,2018-03-10T01:57:19.000Z
Ancient Ruins,Col 173 Sector LY-Q d5-59,2018-04-14T21:01:31.000Z
Ancient Ruins,Col 173 Sector LY-Q d5-13,2018-04-15T16:47:18.000Z
Ancient Ruins,Synuefe YY-Q c21-19,2018-07-02T21:12:21.000Z
Ancient Ruins,Col 173 Sector WK-A a48-4,2018-07-02T18:45:46.000Z
Ancient Ruins,Col 173 Sector AP-Q b21-2,2018-03-27T21:21:41.000Z
Ancient Ruins,IC 2391 Sector YE-A d103,2018-04-14T18:36:03.000Z
Ancient Ruins,Col 173 Sector LJ-F c12-0,2018-07-20T18:43:57.000Z
Ancient Ruins,Col 173 Sector JX-K b24-0,2018-03-10T04:12:42.000Z
Ancient Ruins,Synuefe DK-D b46-4,2018-11-18T10:41:57.000Z
Ancient Ruins,Col 173 Sector OT-Q d5-18,2018-03-27T19:55:44.000Z
Ancient Ruins,Col 173 Sector DH-K b25-2,2018-07-24T23:23:38.000Z
Ancient Ruins,Col 173 Sector OE-P d6-11,2018-11-30T05:18:02.000Z
Anemones,Clooku SI-B e544,2019-02-07T18:21:21.000Z
Anemones,Lysoosms AL-P e5-16,2019-02-02T06:03:42.000Z
Anemones,Pru Aub DL-P e5-35,2019-04-09T20:52:01.000Z
Anemones,Hypuae Briae EB-O e6-1920,2019-04-03T14:12:00.000Z
Anemones,PW2010 156,2019-01-20T22:38:08.000Z
Anemones,Clooku SI-B e544,2019-02-08T09:08:51.000Z
Anemones,Mammon,2018-12-31T18:24:31.000Z
Anemones,Traikaae CR-N e6-1,2019-01-22T19:54:27.000Z
Anemones,S171 19,2019-02-24T10:13:35.000Z
Anemones,HD 152314,2019-01-16T19:58:47.000Z
Anemones,Eock Bluae EL-Y e0,2019-02-02T20:26:04.000Z
Anemones,PW2010 138,2019-01-24T16:27:41.000Z
Anemones,Dryio Bli XU-X e1-3611,2019-03-24T04:17:11.000Z
Anemones,Phroea Gree IW-W e1-61,2019-09-10T14:04:08.000Z
Anemones,Boewnst MO-Q e5-2645,2019-02-17T15:00:03.000Z
Anemones,Electra,2019-02-10T06:42:36.000Z
Anemones,PW2010 156,2019-01-20T23:24:35.000Z
Anemones,Prua Prau AA-A g0,2019-01-29T05:46:55.000Z
Anemones,Hypoe Bluae VP-O e6-5677,2019-03-27T04:57:46.000Z
Anemones,HR 6164,2019-01-15T07:49:51.000Z
Anemones,Flyooe Phio LX-T e3-2,2019-06-21T04:41:02.000Z
Anemones,PW2010 299,2019-01-20T21:49:56.000Z
Anemones,PW2010 45,2019-01-20T21:27:38.000Z
Anemones,2MASS J02351897+6131236,2019-08-07T14:52:43.000Z
Anemones,HIP 41908,2018-06-09T04:17:57.000Z
Anemones,Flyiedgai XF-O e6-6,2019-02-07T01:52:00.000Z
Anemones,Pru Aub DL-P e5-35,2019-04-07T22:20:39.000Z
Anemones,Hypoe Bluae JC-V f2-4480,2019-03-28T03:01:10.000Z
Anemones,HIP 78756,2019-04-10T21:26:04.000Z
Anemones,Pru Aescs GR-N e6-57,2019-01-30T21:41:28.000Z
Anemones,HIP 39768,2018-07-19T16:07:46.000Z
Anemones,Boewnst CL-Y g236,2019-02-14T22:08:59.000Z
Anemones,HIP 20933,2019-06-29T01:15:17.000Z
Anemones,Flyiedgiae KT-Q e5-147,2019-02-03T03:11:13.000Z
Anemones,Dryuae Bru VJ-Q e5-21,2019-03-22T19:24:01.000Z
Anemones,PW2010 210,2019-01-20T15:03:12.000Z
Anemones,Hypoe Bluae ST-R e4-8570,2019-05-12T02:59:42.000Z
Anemones,Phipoea BG-O e6-2320,2019-01-18T06:34:06.000Z
Anemones,Byoi Auscs EG-Y e1,2019-04-10T18:43:02.000Z
Anemones,Phroi Bluae QI-T e3-385,2019-03-30T00:26:15.000Z
Anemones,BD-12 1172,2018-12-25T19:56:54.000Z
Anemones,PW2010 138,2019-01-23T22:07:38.000Z
Anemones,BD-12 1172,2019-01-14T08:54:53.000Z
Anemones,Boewnst GH-V f2-2513,2019-02-17T21:43:47.000Z
Anemones,Syrue Theia BQ-P e5-0,2019-05-20T18:24:28.000Z
Anemones,Phipoea BG-O e6-2320,2019-01-18T19:32:45.000Z
Anemones,2MASS J18175838-1702401,2019-01-21T17:19:48.000Z
Anemones,Oephairb UY-S e3-3538,2019-02-13T20:17:30.000Z
Anemones,2MASS J18182894-1645056,2019-01-22T13:17:05.000Z
Anemones,Phroi Bluae HR-W f1-3606,2019-03-30T13:46:43.000Z
Anemones,Lysoosms ER-N e6-30,2019-02-02T05:29:08.000Z
Anemones,Boewnst DH-U e3-8179,2019-02-15T23:40:29.000Z
Anemones,Syrue Theia BQ-P e5-0,2019-05-19T10:27:16.000Z
Anemones,Scheau Bli BG-O e6-8271,2019-03-26T00:04:09.000Z
Anemones,HIP 11278,2019-01-15T00:25:57.000Z
Anemones,Boewnst GH-V f2-104,2019-02-17T20:20:35.000Z
Anemones,Ploi Aim PM-W e1-781,2019-01-31T20:43:57.000Z
Anemones,Boewnst MO-Q e5-2645,2019-02-17T15:21:33.000Z
Anemones,Dryuae Bru VJ-Q e5-21,2019-03-22T19:54:24.000Z
Anemones,Eeshoqs DQ-Y f2347,2019-08-25T23:30:34.000Z
Anemones,BD-12 1172,2019-01-15T07:32:23.000Z
Anemones,HIP 31194,2018-12-24T07:42:01.000Z
Anemones,Dryoea Flyi EC-U e3-7259,2019-02-19T23:08:15.000Z
Anemones,HD 79278,2019-08-27T18:28:47.000Z
Anemones,HIP 38716,2019-01-04T16:19:49.000Z
Anemones,HR 1445,2019-06-29T01:54:47.000Z
Anemones,Dryao Aoscs BB-O e6-711,2019-07-28T17:34:11.000Z
Anemones,HR 1769,2019-01-02T21:41:57.000Z
Anemones,Boewnst DH-U e3-8179,2019-02-15T21:59:58.000Z
Anemones,HIP 31194,2019-01-25T00:22:34.000Z
Anemones,Flyiedgiae KT-Q e5-147,2019-02-03T02:36:28.000Z
Anemones,Pru Aescs UY-S e3-8,2019-02-03T17:57:31.000Z
Anemones,Clooku BA-A g30,2019-02-10T16:13:11.000Z
Anemones,Wruegnaei IR-W e1-0,2019-01-12T20:09:46.000Z
Anemones,Systae Free RD-T e3-5,2019-03-01T20:42:01.000Z
Anemones,PW2010 210,2019-01-20T15:08:12.000Z
Anemones,HIP 20066,2019-01-12T12:08:44.000Z
Anemones,2MASS J18182894-1645056,2019-01-22T13:29:09.000Z
Anemones,Boewnst GH-V f2-104,2019-02-17T21:11:14.000Z
Anemones,Oochost LN-S e4-2,2019-06-03T16:37:39.000Z
Anemones,PW2010 210,2019-01-20T15:01:29.000Z
Anemones,Dryio Flyuae HH-V e2-4205,2019-01-29T19:44:49.000Z
Anemones,Boewnst DH-U e3-8179,2019-02-15T23:19:37.000Z
Anemones,2MASS J18185243-1642054,2019-01-20T18:33:35.000Z
Anemones,PW2010 261,2019-01-20T16:11:55.000Z
Anemones,Pru Aescs UY-S e3-8,2019-02-03T17:43:40.000Z
Anemones,Dryooe Priae AA-A h53,2019-01-19T04:23:57.000Z
Anemones,Dryau Ausms MR-W e1-1875,2019-02-23T20:18:05.000Z
Anemones,Striechooe FR-V e2-2,2019-04-14T01:57:30.000Z
Anemones,Chua Eohn PT-Q e5-0,2019-06-16T11:36:37.000Z
Anemones,PW2010 156,2019-01-20T22:23:57.000Z
Anemones,Hypuae Briae EB-O e6-5900,2019-04-05T08:48:09.000Z
Anemones,Byua Euq EG-Y e41,2019-01-23T08:27:25.000Z
Anemones,Phroi Bluae VT-A e1273,2019-03-28T04:29:54.000Z
Anemones,PW2010 261,2019-01-20T16:39:23.000Z
Anemones,Scheau Bli BG-O e6-8271,2019-03-25T23:14:43.000Z
Anemones,Boewnst CL-Y g236,2019-02-16T18:06:58.000Z
Anemones,Eolls Graae CG-X e1-0,2019-01-03T21:02:18.000Z
Anemones,HD 148937,2019-01-13T22:34:15.000Z
Anemones,Phua Chrea OS-U f2-4160,2019-04-01T05:09:23.000Z
Anemones,2MASS J18182881-1649403,2019-01-19T20:11:32.000Z
Anemones,Byua Euq EG-Y e41,2019-01-23T08:52:02.000Z
Anemones,Dumbue YJ-A e8348,2019-05-31T15:36:21.000Z
Anemones,SSTGLMC G014.0804-00.5629,2019-01-20T19:59:03.000Z
Anemones,Blau Auscs YK-P e5-1,2019-04-10T06:42:51.000Z
Anemones,Hypuae Briae EB-O e6-1920,2019-05-13T03:35:10.000Z
Anemones,HD 49798,2019-01-22T12:26:40.000Z
Anemones,Clooku BA-A g30,2019-02-10T16:02:11.000Z
Anemones,2MASS J18182351-1651016,2019-01-20T22:45:54.000Z
Anemones,Pru Aescs UY-S e3-8,2019-02-03T18:34:39.000Z
Anemones,Hypuae Briae EB-O e6-5900,2019-04-05T08:04:36.000Z
Anemones,BD+55 191,2019-01-19T16:19:48.000Z
Anemones,Dryoea Flyi EC-U e3-7259,2019-02-19T23:20:03.000Z
